org_name,org_uuid,arr_ind,current_arr,current_vm_arr,vm_ccy,current_vm_arr_eu,vm_de_ccy,current_vm_arr_total,vm_ccy_total,ccy_bins,arr_per_vm,ccy_pc_perc,ccy_android_perc,ccy_mac_perc,ccy_ios_perc
Nitro,fcd4367bfd7349ae93ed5b11057f4fdb,TRUE,19104,0,0,19104,8,19104,8,1:1-9,2388,0.994889816,0,0,0
NavientAutomationUser,fcf5c33dc27549289ec80497bbe621eb,TRUE,9000,9000,5,0,0,9000,5,1:1-9,1800,0.997060153,0.000321719,0,0
DoorDash,fd0216bc0172444994d7a7fd2aa2122b,TRUE,208680,24000,10,0,0,24000,10,2:10-24,2400,0.109062602,0.821386496,0.069550903,0
mountainrudi,fd9f03eea02943aa96d8636755aeb279,TRUE,54000,54000,50,0,0,54000,50,4:50-99,1080,0.999996992,0,0,0
Caterpillar,fda283ca4a074afd92c398ccf0bfd811,TRUE,116687,18178,14,3635.28,2,21813.28,16,2:10-24,1363.33,0.082131022,0.109406128,0.569598826,0.238864024
Consumer Identity Services,fe871dee3f3943cfab94fbdbe71b88a2,TRUE,211980,192780,85,0,0,192780,85,4:50-99,2268,0.256226695,0.073203946,0.582003588,0.088565763
Booz Allen,fe9822510bf64d1aaf2faad0656ecf8f,TRUE,22990,22990,10,0,0,22990,10,2:10-24,2299,1,0,0,0
Tempus,fec2bcf0ce50434eb56a7648b2c6fca9,TRUE,36000,36000,15,0,0,36000,15,2:10-24,2400,0.647823176,0,0.352176824,0
SVB,feeb59743b8a4dcab12e6735917936e3,TRUE,11995,0,0,11995.2,6,11995.2,6,1:1-9,1999.2,0.526196478,0.036522525,0.359195104,0.078085892
Home Services,ff0282d3de90487588148c219408674c,TRUE,15156,15156,12,0,0,15156,12,2:10-24,1263,0.551176815,0.195897698,0.015807843,0.237117645
"Hot Topic, Inc.",ff40e51fd2394a029abf9e856394c2a8,TRUE,45000,45000,30,0,0,45000,30,3:25-49,1500,0.007917488,0.010738662,0.200998138,0.780345712
"Itron Networked Solutions, Inc.",ffb2c791abf64c6fb41f79434a484766,TRUE,28800,28800,12,0,0,28800,12,2:10-24,2400,0.999998868,0,0,0
